"Polygeneration systems attract attention recently because of their high efficiency and low emission compare to the conventional power generation technology. Three different polygeneration systems based on low temperature solid oxide fuel cell, atmospheric solid oxide fuel cell/ micro gas turbine, and pressurized solid oxide fuel cell/ micro gas turbine are mathematically modeled in this study using MATLAB (version 7.12.0.635).These systems are designed to provide space heating, cooling and hot domestic water simultaneously. This report provides the design aspects of such systems. Furthermore, the effects of some important operating properties on the polygeneration systems performance are investigated.",Energy and Environment
"In industry today, the need for excellent product development and realization in many different aspects is increasing. This calls for excellent quality, while at the same time time-to-market is increasingly important.A concurrent engineering (CE) approach is directed towards simultaneously developing different aspects of product realization in order to enhance both quality and speed. This thesis deals with the internal materials supply system (MSS) from a CE approach. Logistics aspects are often not dealt with until later stages of development, which leads to limitations in the possible solutions for the MSS. While designing a new production system, including MSS aspects early on in the project implies stating at an early stage what is required by the system. In order to aid the development of such requirements, this thesis aims at suggesting a structure for the requirements on the MSS where the relevant stakeholders of the system are involved. The thesis results are achieved through literature reviews and a case study at a manufacturing company in the automotive industryThrough literature reviews the thesis suggests a four-level hierarchic approach to requirements, considering four levels: stakeholder level, system level, sub system level and component level. This approach is supported by the case study, where stakeholders and requirements are analyzed and content and important aspects for the requirements specification in a current product realization project are considered. Through the case study, the thesis suggests a view of MSS stakeholders and a two-part structure for MSS requirements with a requirements specification matrix and a tree diagram. The requirements specification matrix contains the four suggested levels, where twelve different requirement categories are considered on each level. The stakeholder level considers the stakeholder requirements, which are translated into requirements on the system.The thesis results are considered to have the possibility of aiding the inclusion of MSS aspects at an early stage of product realization, and many different aspects are considered through the inclusion of all the relevant stakeholders in the study. The results are expected to be applicable in many different contexts. However, this need to be examined further and also the robustness of the results need to be established through further studies.",Material Science
"Tetrachloroethylene and its daughter-products represent a group of contaminations which are frequently found at sites with industrial activities, such as metal processing, electrotechnical and pharmaceutical industries as well as dry cleaning of clothing and the production of colours, paints and laquers.Due to their toxicity and persistence under natural conditions “denser-than-water” non aqueous phase liquids are substantial threats to the subsurface environment as well as the surface ecosystems including human beings. During the last two decades a number of technical solutions has been presented to enhance the situation of contaminated areas. One of the more recently established concepts are permeable reactive barriers.Permeable reactive barriers are passive in site treatment zones containing a reactive material suitable to remove the contamination from the groundwater. They are installed downgradient from the pollution source perpendicular to the groundwater flow direction to immobilise or degrade the dissolved pollutants in the groundwater as it flows through.This project was organised in two main parts. The first part assessed seven different iron powders in batch experiments to determine the most efficient powder in terms of degradation velocity. The second part of the study employed this powder in a column experiment using different mixing ratios with sand to evaluate its performance under simulated subsurface conditions in a permeable reactive barrier.The aim of this experiment was to obtain a more detailed description of the behaviour and performance of the selected material. In the batch experiment the most promissing iron powder produced a half-life of tetrachloroethylene of 2.36 h. The column study demonstrated that cis-dichloroethylene has the longest half-life compared to tetrachlorethylene and trichloroethylene with 1.65 h. Having the longest half-life of all chloroethylenes included in this investigation the cis-dichloroethylene concentration will determine the dimensioning of a permeable barrier for remediation purposes.",Material Science
"The deep mining and civil engineering industry need to perform rock stability analyses during excavation projects. The stability is mainly controlled by the shear strength of the rock fractures, which are the weakest point of the rock mass. In turn, the shear strength is governed by the mechanical properties of the fractures.It is both time and cost demanding to determine the properties of the rock fractures in laboratory. Also, the interpretation of the results requires a deep understanding of the normal and shear behaviour of rock fractures.This study aims to investigate if it is possible to determine the peak shear strength of rock fractures by merely estimating fracture parameters during field mapping and core logging.SKB supplied test results on drilled bore cores from site investigations in Forsmark and Laxemar for deep nuclear waste deposits. SKB generated data of high quality and in large quantity, which made it very valuable for the purpose of the study.The study begins with a literature review and an interaction matrix, clarifying the relationships between mechanical properties and affecting parameters of rock fractures. The predicted relationships of the parameters are then tested in an analysis based on the compiled data from SKB.The results show that the peak friction angle, the residual friction angle and the dilation angle are possible to approximate for open granite fractures in deep mining projects.Further on, the study proposes that the joint matching coefficient is included in the field mapping and core logging since it has a strong influence on the mechanical behaviour of the fracture, notably the normal and shear stiffness. Finally, the study questions estimations of JRC on small samples.",Material Science
"In the past decade significant advances have been made in the field of high performance concretes. The next generation of concrete, Ultra-High Performance Concrete (UHPC), exhibits exceptional strength and durability characteristics that make it well suited for use in highway bridge structures.This material can exhibit compressive strength of 28 ksi, tensile strength of 1.3 ksi, significant tensile toughness, elastic modulus of 7600 ksi, and minimal long-term creep or shrinkage. It can also resist freeze-thaw and scaling conditions with virtually no damage and is nearly impermeable to chloride ions.Prestressed highway bridge girders were cast from this material and tested under flexure and shear loadings. The testing of these AASHTO Type II girders containing no mild steel reinforcement indicated that UHPC, with its internal passive fiber reinforcement, could effectively be used in highway bridge girders.A large suite of material characterization tests was also completed. Based on this research, a basic structural design philosophy for bridge girder design is proposed.",Material Science
"Red mud, the main waste generated in aluminum and alumina production by the Bayer process, is considered hazardous due to its high pH, according to the Brazilian standard NBR 10004/2004, and worldwide generation of this waste exceeds 117 million tons/year.In this work, non-calcined red mud was used, thus requiring less energy and time and reducing costs, which is the ideal condition for reusing wastes. Mortars containing 30 wt. (%) of cement substituted by red mud showed higher strength of hardened products. The pozzolanic activity index was evaluated based on physical and mechanical parameters (Brazilian NBR 5751 and NBR 5752 standards) and on a chemical analysis (European EN 196-5 standard).A comparison of the reference mixture (without red mud) and the results obtained with red mud confirm the potential of non-calcined red mud for use a as pozzolanic additive in cementitious materials. The setting time (according to the MERCOSUL NM 65 standard) tends to increase but workability remains almost unchanged.",Material Science
"Concrete in Sweden has traditionally been manufactured with natural aggregate from glaciofluvial eskers. There is a need to preserve the remaining eskers because of their cultural value and importance for water filtration, thus natural aggregate has to be replaced. The most realistic alternative is to use crushed rocks. The major problem with crushed rocks in concrete production is the workability.This is because crushed rocks have less favorable properties. The fragments are flakier and have a rougher surface than natural aggregates that have been rounded in water. Without any amelioration of the crushed rock, to reach a certain workability and strength, the amount of cement in the mix has to be increased. Cement production requires large amounts of energy and the decarbonation of limestone releases large amounts of CO2. Combined, the release of CO2, due to burning and decarbonation of limestone, accounts for about 5% of the global CO2 emissions. An increase in cement consumptions is less desirable. Thus to replace natural aggregates, the use of crushed rocks has to be optimized as regard cement consumption.Several crushed aggregates, most from granitic rocks, from all over Sweden were analysed in this study. These crushed rocks were characterized according to their grading, specific surface, shape and petrography and compared to natural sand.Rheological tests that reveals the workability in detail was performed on mortars. The tests showed that as regard workability the 0-2 mm fraction is the most important factor. Further, the maximum aggregate size was gradually increased up to 16 mm, to have a more realistic approach to the concrete produced by the building industry.The results showed that with grading optimization and superplasticizer, some crushed rocks can be used for concrete production without increasing, and even decreasing, the cement consumption. This research also contemplated the use of filler. As a mineral admixture it can improve the compressive strength. It can also be used to replace cement; a replacement up to 20 kg/m3 of cement by filler can be done without significant effect on compressive strength.",Material Science
"Geosynthetics have become well established construction materials for geotechnical applications in most parts of the world. Because they constitute manufactured materials, new products and applications are developed on a routine basis to provide solutions to routine and critical problems alike.Results from recent research and from monitoring of instrumented structures throughout the years have led to new design methods for different applications of geosynthetics.Because of the significant breath of geosynthetics applications, this paper focuses on recent advances on geosynthetics products, applications and design methodologies for reinforced soil using geosynthetics reinforced walls.",Material Science
"This project has two major goals; first to develop scalable scripts for steady-state analysis, then to perform a case study on the dynamic properties of a vertical pile. The scripts are based on the numerical library PETSc for parallel linear algebra. This opens up the opportunity to use the scripts to solve large-scale models on supercomputers. The performance of the scripts are verified against problems with analytical solutions and the commercial software ABAQUS. The case study compares the numerical results with those obtained from an approximate solutionThe results from this study are verified scripts that can find a steady-state solution for linear-elastic isotropic solids on supercomputers. The case study has shown differences between numerical and semi-analytical solutions for a vertical pile. The dynamic stiffness show differences within reasonable limits but the equivalent viscous damping show larger differences. This is believed to come from the material damping in the soil that has been excluded from the approximate solution.These two results make it possible for further case studies on typical three-dimensional problems, that result in large-scale models, such as the dynamic properties of a slanted pile or pile-groups. The scripts can easily be expanded and used for other interesting research projects and this is the major outcome of from this study.",Material Science
"The history of timber buildings in Sweden entered a new era when the authorities decided to lift the ban on constructing more than two-storey timber buildings in Sweden. This change in legislation has contributed to the emergence of timber construction during the last decade.The Cross Laminated Timber (CLT) has become recognized as a new technology that used correctly in construction gives strong and reliable structures. The building material is gaining more credit day by day mainly due to the stiffness and strength it proved throughout the tests in projects where it was used.One of the projects that used CLT as load bearing elements was Limnologen in the city of Växjö 500 kilometres south of Stockholm. In this project, a system of CLT floors as well as CLT walls has been used. One of the challenges related to medium-rise timber buildings in general is to calculate and take account of the vertical displacement of the whole building. The sources for the displacements are instantaneous elastic as well as time dependent. In this project we are introducing two evaluation methods for the vertical displacements in Limnologen.The first is the experimentally measured vertical displacement that was performed by a group of researchers from Växjö University, and the second is a Finite Element Model simulating the vertical displacement according to the factors and parameters thought to be important to be included in the modelling. The output of the simulation was to be compared with the experimentally obtained values. Simulation is an important way to predict the vertical displacement in future CLT buildings. All modelling were done using the finite element software Abaqus.",Material Science
"One of mankind’s most important needs is the need for shelter. All around the world people live in lack of this basic need. Colombia is a South American country heavily burdened by civil war for many years. This has led to that many people have moved to the larger cities with large slum areas and bad living conditions.This thesis is aiming to give a solution to the problem with bad housing and it is performed in cooperation with Ankarstiftelsen. Ankarstiftelsen is a Swedish charity organisation that works with the suffering people in various places in Colombia.This thesis examines the possibility to build a house in a sandwich technique with a core of rigid plastic foam and a skin material of fibre reinforced plastic. The construction should be as easy as possible to manufacture, and the construction is also intended to be self carrying. The final proposition is to build the house using polyurethane rigid foam as the core, and a glass fibre reinforced polyester as the skin. This combination combines good mechanical behaviour with a relatively low price.Tests have been performed to evaluate the constructions ability to withstand some basic loads, with the help of computer aided engineering. The program that has been used to create a model is ProEngineer, and the application ProMechanica has been used to perform the analysis. The loads that have been tested are: gravity loads, wind loads, maintenance loads and earthquake loads.Colombia is located in the so called Pacific Ring of Fire, where earthquakes are a bitter reality. The Colombian building code is, as a result of this, much focused on the issue of earthquake safety. The Colombian building code has been used in order to create reliable earthquake testing models.The authors come to the conclusion that the house is possible to build with the given data. However, further investigations regarding manufacturing techniques and practical tests have to be made before the house can be built in reality.",Material Science
"While the increase in shear strength of Steel Fibre Reinforced Concrete (SFRC) is well recognized, it has yet to be found common application of this material in building structures and there is no existing national standard that treats SFRC in a systematic manner.The aim of the diploma work is to investigate the shear strength of fibre reinforced concrete beams and the available test data and analyse the latter against the mostpromising equations available in the literature. The equations investigated are: Narayanan and Darwish’s formula, the German, the RILEM and the Italian guidelines.Thirty articles, selected among over one hundred articles taken from literature, have been used to create the database that contains almost 600 beams tested in shear. This large number of beams has been decreased to 371 excluding all those beams and test that do not fall within the limitation stated for this thesis. Narayanan and Darwish’s formula can be utilized every time that the fibre percentage, the type of fibres, the beam dimensions, the flexural reinforcement and the concrete strength class have been defined.On the opposite, the parameters introduced in the German, the RILEM and the Italian guidelines always require a further characterization of the concrete (with bending test) in order to describe the post‐cracking behaviour. The parameters involved in the guidelines are the residual flexural tensile strengths according to the different test set-ups.A method for predicting the residual flexural tensile strength from the knowledge of the fibre properties, the cylindrical compressive strength of the concrete and the amount of fibres percentage is suggested. The predictions of the shear strength, obtained using the proposed method for the residual flexural tensile strength, showed to be satisfactory when compared with the experimental results.A comparison among the aforementioned equations corroborate the validity of the empirical formulations proposed by Narayanan and Darwish nevertheless only the other equations provide a realistic assessments of the strength, toughness and ductility of structural elements subjected to shear loading.Over the three investigated equations, which work with the post‐cracking characterization of the material, the Italian guideline proposal is the one that, due to its wide domain of validity and the results obtained for the gathered database of beams, has been selected as the most reliable equation.",Material Science
"The current interest in energy saving asphalt production techniques is great and several new processes have been developed to reduce the mixing and compaction temperatures for hot mix asphalt.In particular, mastic asphalt products (Gussasphalt) require high working temperatures, and harder requirements concerning bitumen fumes and carbon dioxide emissions have been introduced for such products. Consequently, the need of a new means of producing and placing mastic asphalt at lower temperatures is particularly large.One way of reducing asphalt mixture temperature is by using special flow improving additives like wax. This technique has successively been tried in several studies for polymer modified mastic asphalt used for bridge decks and parking areas in Sweden. However, there still are uncertainties about possible negative impact on crack susceptibility at lower temperatures due to the addition of wax.In this study, 4% montan wax (Asphaltan A) was used for one particular polymer modified mastic asphalt product. Type and amount of wax additive was selected based on results from earlier studies. The impact on binder, binder/filler mixtures and mastic asphalt from production was tested in the laboratory, focusing on low temperature performance.The bending beam rheometer (BBR) was used for determining low temperature creep compliance and the tensile stress restrained specimen test (TSRST) for determining fracture temperatures. Binder properties were determined using dynamic mechanical analysis (DMA), Fourier transform infrared (FTIR) spectroscopy and conventional tests (softening point, penetration, elastic recovery, Fraass breaking point, viscosity and storage stability). Aging was performed using the rolling thin film oven test (RTFOT) at 200°C.As expected, the addition of wax to the polymer modified binder showed a viscosity reduction at higher temperatures, corresponding to a similar positive effect of more than 10°C on production and laying temperature for the mastic asphalt. DMA and BBR results showed some increase in stiffness and a more elastic response of the wax modified binder at medium and low temperatures. The TSRST fracture temperature was 5 °C higher for the mastic asphalt containing 4% wax, indicating however no dramatic negative impact on crack susceptibility.",Material Science
"High magnitude earthquakes have devastating effects that leads to severe human and material losses; when affecting concrete gravity dams, seisms devastate the surrounding habitat through sudden release of reservoir. Dam safety is therefore a significant issue to be accounted in order to prevent the failure of dams located in seismic regions.The Baozhusi dam, the case study of this thesis, was exposed to 8.0 Ms (at the Mercalli scale) Wenchuan earthquake 2008 with intensity of (0.148 g) at the dam site. The earthquake intensity exceeded the design level of the dam (0.1 g); yet, the Baozhusi dam was not severely damaged as showed by tests. The present study case is a modeling and analyzing of the dynamical behavior of the Baozhusi dam during the earthquake duration.The results show that the horizontal component of the ground motion predominate the dynamic response of the dam. It is confirmed that the horizontal component of the ground motion crossed the dam at its axis and therefore minimizing the damages on the concrete gravity dam.",Material Science
"This report deals with the fire resistance of cross-laminated timber (CLT). The main purpose is to verify a new model on CLT and its ability to sustain its bearing capacity when exposed to fire.To establish this, a series of bending tests has been conducted in combination with fire exposure of the CLT. Two different series, with different dimensions, of beams were tested (series 1 and series 2).Four basic set-ups: CLT in tension or compression, either equipped with fire protective covering or not. Results from the tests has been gathered and evaluated to verify the theoretical model of the fire resistance. Evaluation was made through analysis of the residual cross-sections of the beams regarding charring depth and rate and moment of inertia (I).Results of the tests verify to a large extent the Design model. External problems and variations in the beams themselves caused some deviations.Analysis confirmed the CLT as being more similar to other laminated products such as Laminated Veneer Lumber (LVL) then homogenous solid beams.BothCLT and LVL experience delamination when exposed to fire resulting in an increased charring rate. The difference in rate when using Gypsum plaster as a protective barrier against the fire exposure is also equal to LVL.The results of the report will be used in the new version of the European Standard, Euro Code 5 and in the third edition of Fire Safe Timber Buildings.Charring rates proved to be less than expected but the CLTs ability to with standfire while keeping its bearing capacity",Material Science
"Wood-stud shear walls are commonly used to provide lateral stability against horizontal forces in wood houses. Therefore, accurate predictions of the deformation properties of shear walls are necessary in order to improve the design of wood frame houses against earthquake loading.The aim of this study is to increase damping capacity of wood-stud shear walls and hence improve wood frame houses resistance against earthquake.The starting point has been the laboratory experiments of nail joint’s deformation properties. Purpose of the experiments was to determine material properties of a nail joint. The material properties have later been used as material input data in the finite element (FE) model of wood-stud shear wall elements under alternating lateral loading.FE results have shown that wood-stud shear wall element’s damping capacity is mainly dependent on nail joints properties, number of nail joints, wall dimension and the use of middle studs.",Material Science
"The new pavement design methodology is based on mechanistic-empirical principles that are expected to be used in parallel with and eventually replace the current empirical pavement design procedures. The new mechanistic-empirical pavement design guide (MEPDG) requires greater quantities and quality of input data.Material characterization for the mechanistic-empirical approach, the focus of this study, is significantly more fundamental and extensive than in the current empirically-based AASHTO Design Guide. The objective of the study is to develop an organized database of material properties for the most common paving materials used in Maryland.A comprehensive material property database in Microsoft Access 2007 has been developed. The database is initially populated with all information received from SHA. It provides complete data management tools for adding and managing future data as well as data display screens for MEPDG. Recommendations for future material testing for Maryland are also provided.",Material Science
"Ultra High Performance Concrete (UHPC) is one of the newer and superior classes of concrete that can be used to develop improved bridges capable of meeting the present and future traffic, environmental, maintenance and economical requirements. Developing on the superior material properties of UHPC, the research discussed herein studies the behavior of UHPC when used as a bridge girder material.Four optimized girders have been cast and studied for various early age as well as long term properties such as early age shrinkage, transfer length, creep behavior and shrinkage under steam treatment. Data has been recorded through vibrating wire gages installed at strategic locations within each girder before they are cast.While the shrinkage and creep observed are very low which is characteristic of UHPC, various other aspects such as shrinkage being closely tied to formwork restraint and temperature and the prestress transfer being dependent on the girder geometry and strand pattern have been discussed. From the results we can conclude that UHPC is a promising bridge building material and with further research can be extensively employed for developing bridges.",Material Science
"Recently established EU environmental legislation obliged Sweden to close many landfills until year 2020. Such an operation requires a lot of inexpensive and water resistant coverage materials. Six prototypes of linings were constructed at Tveta landfill. Built coverage consisted mainly of residual products such as compost, sludge, fly and bottom ash. Between 2004 and 2007 water permeability through tested coverage was well below the maximum limit for non-hazardous waste.However, recent lysimeter records indicated increased permeability through the constructed linings. Readings of water infiltration were verified. Direct current (DC) resistivity, induced polarization (IP) and ground penetrating radar (GPR) were the methods applied in the research. The data was processed to present resistivity distribution in 2D pseudo-sections and 3D model. Resistivity measurements confirmed increased conductivity at the area with highest lysimeter readings. Unfortunately, GPR and IP output could not be used as reference information for DC resistivity readings.Constructed prototypes seemed to be suitable for coverage lining. Leakage was probably a result of minor mass transport along the slopes of the waste pile. It was recommended to prepare additional DC resistivity measurements to verify correctness of the processed 2D pseudo-sections and 3D model.",Material Science
"Our generation is about saving the earth, our one and only home. For centuries resources have been used without the consideration of tomorrow. Modernization contributed to today’s environmental issues such as climate change and greenhouse effects. Effects of past deeds have been seen and experienced. We are trying to correct these mistakes and this paper is all about that.Construction industry is a major contributor to these issues and sustainable building is one solution to aid these matters. This paper is about exploring the possibility of sustainable building in timber in Baguio City, Philippines.Considering the intensive development, rapid population increase and natural conditions, the city like most of the cities in the world is in need of sustainable building. This paper reviews modern green architecture and today’s durable timber construction design particularly suited for the city. There is of course a presentation of timber as sustainable material. To complement these reviews fieldwork in documentation on traditional and current sustainable building in timber of the city was performed.Discussions with the different Philippine organizations regarding the current use of timber as sustainable material were also completed in this work. While to recognize the current situation in Baguio City enquiry to Department of Environmental and Natural Resources-CAR was necessary. Visit and phone call survey of the availability of Benguet Pine, the most dominant timber, in local suppliers were made as well.For decades the Luzon Tropical Pine Forest has been exploited for its timber. These forests have not been sustainably managed. Logging (illegal and legal), regular fires and natural calamities are causes of forest destructions. These are the constraints of sustainable building in timber not only in the city but the whole country. There is now an on going forest rejuvenation and log banning. That is why Benguet Pine is not available in the market. Building in timber is expensive and very limited.The future success of the Department of Environmental and Natural Resources – CAR as well as the international and national NGOs in saving the forest and promoting Sustainable Forest Management will answer the availability of Benguet Pine for local timber production.The package of green architecture, combination of traditional and modern durable timber construction designs is the beginning of future Sustainable Building in timber in the City of Pines.",Material Science
"The objective of this report was to investigate means to rapidly dewater fine grained soils for immediate re-use as an emergency construction material. Dewatering using polymers was the primary thrust of the research. Secondary efforts were related to the use of geotextile tubes and equipment such as clarifiers to expedite dewatering of fine grained soil for immediate re-use as an emergency construction material.The dewatered soils are to be stabilized with cementitious materials prior to use, which is also addressed in this report. Test results indicated the approach was feasible, yet not the most practical approach for development of an emergency construction material. The research indicated emergency dewatering of contaminated sediments to be a more suitable application.Factors leading to this decision were largely related to portable equipment availability and polymer supply/demand in a disaster environment. Settling column testing incorporating polymers provided promising results and indicated polymer dosage requirements could be lessened for this application relative to optimum rates found from gravity flow drainage testing.",Material Science
"Dredged sediments are obtained from the process of dredging coastal areas and harbors in order to maintain navigable waterways. This study focuses on the potential of using dredged sediments as vertical cut-off wall backfill material.Materials used as vertical cut-off wall material are expected to have low hydraulic permeability and good workable characteristics. The Baltimore Harbor dredged sediments used for this study were plastic in nature and finer than the commonly encountered wall materials, and a research study was needed to evaluate their beneficial reuse in such an application.The objective of this study was to find an appropriate mix of sediment and bentonite that will be able to function as a vertical cut-off wall backfill material. The preliminary tests on the bentonite were carried out for screening purposes and to find an appropriate water content that will satisfy the desired viscosity range. Bentonite was then added to the dredged sediment in ratios of 1%, 2% and 3% of the total dredged sediment weight. The preliminary tests were repeated for each of these mixes to determine applicable trends and at what percentages of bentonite, the viscosity of the mixture was still in the workable range.The 1% bentonite mix was additionally modified with the addition of 5% and 8% fly ash by weight. These mixtures were then subjected to API filter press tests to determine the effect these mixes would have on the hydraulic conductivity. Adsorption testing was also carried out on the dredged sediment and all the mixes to determine their adsorption capacities to see if they can potentially be employed in reactive cut-off wall applications.The results show that a suitable moisture content and viscosity of the dredged sediments can be obtained that makes it usable in the mix design. Increased bentonite content, to the percent tested (3%), lead to a decrease in the hydraulic conductivity and increased fly ash content, to the percent tested (8%), lead to an increase in the hydraulic conductivity. For the metals tested, an increased bentonite content enhanced the adsorption capacity of the mix and an increased fly ash content diminished the adsorption capacity of the mix. With the appropriate mix design, dredged sediments can serve as an effective inhibitor to the flow of ground water and hence serve as an in-situ containment and remediation system.",Material Science
"This work is concerned with effect of material grade on fatigue strength of welded joints. Fatigue strength evaluation of welded joints in as welded and post weld treated condition was carried out with effective notch method. Results of peak stress method have also been compared with those of effective notch method for as welded joints.In addition, using the results of effective notch method, the effect of important weld and global geometry factors on notch stress concentration factor has been studied with 2-level design of experiment and a mathematical relation among stress concentration factor and the geometric factors has been proposed. Overall, thickness of the base plate and toe radius is found to be the most important factors determining fatigue strength of the joint.Welding induced residual stresses have also been predicted using 2D and 3D FEM analysis to see their effect on fatigue strength of the joints. Also, transversal residual stresses were measured using X-ray diffraction method to assess the accuracy of predicted results. Based on simulation results, effect of geometric factors on maximum value of transversal residual stress was also investigated.",Material Science
"Under TE 30, High Performance Concrete Pavement program, several states are undertaking a variety of innovative research in high performance concrete pavement materials and innovative design/construction features.This project addressed the needs of Maryland State Highway Authority in exploring the use of fiber reinforced and low shrinkage concrete in pavements. Past experience with these materials have indicated i) potential benefits in flexural fatigue resistance and reduction in crack development, and ii) potential reduction in slab warping effects with implications on pavement slab longevity.The objective of this study was to examine the design and lab performance of these materials for Maryland conditions, monitor their lab and field performance, and quantify potential benefits. Extensive fatique modeling was undertaken for developing the fatigue relationships and SN curves for these mixtures. In addition, finite element analysis (FEM) was used to model the behavior of these materials in field conditions and developing the base analytical model to be used in comparing future behavior and performance of the pavement test sections with these mixtures.",Material Science
"This study is an attempt to analyze and interpret the behavior of the two elements arsenic and phosphorus when released into the environment. Both of them may occur naturally in the environment but also may be added to the environment for certain purposes e.g. as pesticides and fertilizers respectively or through anthropogenic sources.When in excess, arsenic can be toxic to plants and organisms in the soil and some of it when leaches to groundwater or transported to surface water bodies through runoffs may pose a threat to aquatic organisms. Likewise, phosphorus when in excess result into eutrophication of surface water bodies and groundwater as well which has been a major problem in the Baltic Sea.In order to be able to predict their mobility a study on their chemical and physical characteristics under different conditions is important. The soil composition is an important aspect of nutrient management because some of the minerals present i.e. hydr(oxides) of aluminium and iron tend to hold and store both arsenic and phosphorus in the soil, while plant uptake and harvest may remove them (especially phosphorus) from the soil.This study was focused on Swedish agricultural soils and the samples for investigation were collected from two locations, one is Broknäs from which samples were collected from different horizons i.e. A 0-30 cm, C 60-90 cm and C 47-67 cm samples from an area known as Bogesundslandet, NE of Stockholm (59°24’N, 18°18’E) and E21:2 was collected from the county of Östergötland (58°27’N,14°57’E), southern Sweden not far from Lake Vättern, from where the A horizon was collected. Batch experiments were performed to check pH and concentration dependence of the sorption/desorption of As and P.Two varieties of the Freundlich equation (Basic and Competitive) were used to model the results obtained. It was observed that the dependence of arsenate and phosphate sorption/desorption on pH show a similar but not identical trend for both anions. At low pH, the dependence of dissolved P and As did not agree, for unknown reasons.Possibly, the low pH value may mobilize otherwise un-reactive P that at higher pH are blocked by some aluminium/iron precipitate. The Freundlich modeling results showed that there is direct competitive adsorption between As and P ions, at least in the A horizon. However use of the competitive Freundlich equation did not result in meaningful results in the C horizon, which may indicate different As and P sorption mechanisms. However, further studies on this are recommended.",Material Science
"EGR (Exhaust Gas Recirculation) is a method for reducing NOx emissions for heavy-duty diesel engines. EGR works by introducing part of the exhaust gases back to the engine cylinders. Exhaust gases consists mainly of CO2, NOx, SO2 and H2O. As the temperature decreases, these gases form a corrosive condensate.The EGR components which are exposed to the condensate environment must therefore be of corrosion resistant materials. The objective of this study is to investigate suitable materials for use in exhaust condensate environment.The goal is to evaluate the pitting corrosion resistance for eight different commercial stainless steels and two commercial aluminium alloys in exhaust gas condensate environment. Furthermore, nitriding surface treatments on one martensitic stainless steel and anodising treatments on one aluminium alloy, were also included in this study.Five different exhaust gas condensates with different concentrations of sulfuric acid, nitric acid and chloride were chosen to perform electrochemical measurements. Two pH values 2.5 and 1.5; three chloride concentrations, 32 ppm, 200 ppm, 3300 ppm were included in the environmental parameters.The testing temperature was 60 oC, since it is the temperature which can still be expected to produce substantial amount of exhaust gas condensate in the EGR system. The electrochemical method used, was anodic polarisation measurements. This is a useful method to evaluate the pitting resistance for stainless steels in chloride containing solutions.The results show that the two aluminium alloys and the martensitic stainless steel were subjected to both general and pitting corrosion in a normal condensate solution at pH 2.5. The anodised film on the aluminium surface was not stable in condensate environments with low pH value. After twelve hours of exposure to a condensate at pH 2.5 at 60 oC, the protective effect of the lm became negligible.The austenitic, ferritic and duplex stainless steels show, however good resistance against both corrosion types. Increasing condensate acidity from pH 2.5 to 1.5 could not be observed to increase risk of pitting corrosion for the austenitic, ferric and duplex steel stainless steels.High concentrations of sulphuric acid, low pH value, but low chloride content (200 ppm) do not increase the risk for pitting corrosion for austenitic steels 1.4404 and 1.4301, duplex 2304 and ferritic 1.4521. However, chloride concentration of 3300 ppm, signficantly increased risk of pitting corrosion, especially for the austenitic stainless steels. Duplex stainless steel show better pitting resistance in high chloride environments, in addition to the good general corrosion resistance in low pH value environments.There is no dierence in corrosion resistance between the nitride coated 1.4112 steel and the steel without coatings. No dierences can be observed between the plasma and gas nitrided samples. Further investigation in less corrosive environment is recommended, since anodic polarisation is not a suitable method to study general corrosion behavior.The pitting corrosion resistance in condensates with high chloride concentrations at 60 oC follows the sequence 1.4301<1.4521<1.4404<duplex 2304<duplex LDX2404<duplex 2205. Clearly, duplex stainless steels have better pitting corrosion resistance in low pH environment when chloride concentration is increased. Considering the operating conditions of the EGR components, the element prices, it is probably more benecial to consider the duplex stainless steels for use in the EGR system.",Material Science
"Nowadays, timber is widely used in construction industry thanks to its availability and good properties. The use of solid (sawn) timber is not always proper since it is only available up to certain dimensions. Therefore, the so-called Engineered Wood Products (EWPs) have been introduced to cope with the different design needs of structures.The Glued laminated Timber (glulam) is a type of EWPs that consists of smallsections of timber laminates glued together to form beams and columns. Glulam can be manufactured in almost any size and shape; it can also be tapered or notched. However, notching a beam at its end leads to a stress concentration at the re-entrantcorner of the notch due to the sudden change in the notched beam’s cross section. The concentration of shear and tensile stresses perpendicular to the grain can lead to a catastrophic brittle failure caused by the crack propagation from the notch corner.Crack opening due to tensile stresses perpendicular to grain is the most common failure at the notch corner and it is always taken into design consideration. However,shear component is usually exists and must be also considered in design to guarantee the safety of the structure. Currently, only the normal forces perpendicular to the beam’s axis are considered in the design of the reinforcement in design handbooks. The aim of this thesis was to study the structural behavior of notched glulam beams reinforced by adhered plywood panels and FRP. The carrying capacity of the notched glulam beams at their ends is the main subject of this project.",Material Science
